city,station,lng,lat
克州,市人民政府,76.1861,39.7153
喀什地区,巡警大队,75.9828,39.5371
喀什地区,吾办,75.9771,39.4699
喀什地区,市环境监测站,75.9435,39.4365
和田地区,地区站,79.9485,37.1152
和田地区,古江巴格乡院内,79.9117,37.1013
伊犁哈萨克州,市环保局,81.2815,43.9404
伊犁哈萨克州,新政府片区,81.2867,43.895
伊犁哈萨克州,第二水厂,81.3364,43.941
塔城地区,东门外小游园,82.9994,46.7432
阿勒泰地区,小东沟,88.1214,47.9047
阿勒泰地区,市站,88.1267,47.8515
石河子市,艾青诗歌馆,86.0497,44.2967
石河子市,阳光学校,86.0697,44.3075
五家渠市,农水大厦,87.5475,44.1756
南京市,迈皋桥,118.803,32.1083
南京市,草场门,118.749,32.0572
南京市,山西路,118.778,32.0723
南京市,中华门,118.777,32.0144
南京市,瑞金路,118.803,32.0314
南京市,玄武湖,118.795,32.0775
南京市,浦口,118.626,32.0878
南京市,奥体中心,118.737,32.0092
南京市,仙林大学城,118.907,32.105
无锡市,雪浪,120.269,31.4867
无锡市,黄巷,120.275,31.6219
无锡市,曹张,120.294,31.56
无锡市,漆塘,120.242,31.5031
无锡市,东亭,120.354,31.5848
无锡市,旺庄,120.354,31.5475
无锡市,荣巷,120.245,31.5631
无锡市,堰桥,120.288,31.6842
江阴市,虹桥邮政,120.268,31.92
江阴市,五星公园,120.237,31.909
江阴市,第二实验小学,120.302,31.92
宜兴市,宜兴市环保局,119.818,31.354
宜兴市,宜园,119.794,31.371
徐州市,黄河新村,117.167,34.2761
徐州市,淮塔,117.192,34.2417
徐州市,新城区,117.256,34.2153
徐州市,桃园路,117.244,34.2911
徐州市,农科院,117.2933,34.2778
徐州市,鼓楼区政府,117.1814,34.29
徐州市,铜山区招生办,117.1694,34.1781
常州市,市监测站,119.996,31.7586
常州市,武进监测站,119.935,31.7039
常州市,安家,119.905,31.9108
常州市,行政中心,119.9736,31.8108
常州市,经开区,120.0469,31.7694
常州市,钟楼,119.8914,31.7897
溧阳市,溧阳市东门子站,119.46,31.4
溧阳市,燕山子站,119.438,31.317
金坛市,金坛市环境监测站,119.579,31.751
金坛市,金坛市自来水公司,119.579,31.737
苏州市,上方山,120.561,31.2472
苏州市,南门,120.628,31.2864
苏州市,彩香,120.591,31.3019
苏州市,轧钢厂,120.596,31.3264
苏州市,吴中区,120.613,31.2703
苏州市,苏州新区,120.543,31.2994
苏州市,苏州工业园区,120.669,31.3097
苏州市,相城区,120.641,31.3708
常熟市,海虞子站,120.758,31.67
常熟市,兴福子站,120.721,31.671
常熟市,菱塘子站,120.734,31.656
张家港市,张家港市监测站,120.526,31.874
张家港市,城北小学,120.55,31.882
昆山市,昆山实验小学,120.953,31.388
昆山市,震川中学,120.999,31.381
吴江市,吴江市环保局,120.636,31.155
吴江市,教师进修学校,120.635,31.17
吴江市,吴江开发区,120.658,31.172
太仓市,太仓市监测站,121.115,31.453
太仓市,科教新城实小,121.14,31.422
南通市,南郊,120.913,31.96
南通市,虹桥,120.86,32.0005
南通市,城中,120.87,32.02
南通市,星湖花园,120.94,31.93
南通市,紫琅学院,120.81,32.0417
海门市,海门市监测站,121.173,31.896
海门市,社会福利院,121.1518,31.89708
连云港市,市环境监测站,119.176,34.5885
连云港市,德源药业(直管站),119.3581,34.6972
连云港市,胡沟管理处,119.3608,34.7519
连云港市,矿山设计院,119.1478,34.5911
淮安市,钵池山,119.036,33.5981
淮安市,北京南路,119.007,33.575
淮安市,市监测站,118.989,33.6067
淮安市,楚州区监测站,119.135,33.5039
淮安市,淮阴区监测站,119.0122,33.627
盐城市,盐城电厂,120.118,33.4022
盐城市,市监测站,120.156,33.3942
盐城市,开发区管委会,120.225,33.3947
盐城市,宝龙广场,120.1631,33.3681
扬州市,城东财政所(停运180626),119.46,32.3878
扬州市,邗江监测站,119.389,32.3761
扬州市,第四医院(停运161107),119.439,32.4033
扬州市,五台山医院(启用161107),119.458,32.41361
扬州市,广陵建设局(启用180626),119.4686,32.3942
扬州市,市体育局（181219启用）,119.3633,32.3972
镇江市,新区办事处,119.68,32.1883
镇江市,职教中心,119.491,32.215
镇江市,丹徒区监测站,119.43,32.1319
镇江市,市疾控中心,119.4369444,32.18888889
句容市,消防指挥中心,119.146,31.955
句容市,房家坝,119.18,31.955
泰州市,公园路,119.9,32.4867
泰州市,莲花,119.9219,32.4611
泰州市,留学生创业园,119.888,32.4639
泰州市,王营,119.8767,32.3292
宿迁市,宿迁学院,118.293,33.9528
宿迁市,宿迁中学,118.2442,33.9592
宿迁市,市供电局(启用161107),118.283,33.965
宿迁市,宿豫区政府(181206启用),118.3225,33.9447
南昌市,省外办,115.893,28.6844
南昌市,省林业公司,115.8886,28.6839
南昌市,林科所,115.813,28.7442
南昌市,京东镇政府,115.973,28.6969
南昌市,建工学校,115.852,28.6869
南昌市,象湖,115.892,28.6425
南昌市,武术学校,115.742,28.7994
南昌市,省站,115.931,28.6844
南昌市,机电学校,115.9083,28.6064
景德镇市,王岗中学,117.3097,29.3864
景德镇市,老干部活动中心,117.2111,29.2958
景德镇市,兽医站,117.1983,29.2786
景德镇市,台达陶瓷,117.1558,29.2647
景德镇市,陶研所,117.2461,29.2956
萍乡市,武功山气象站,114.0944,27.4948
萍乡市,中医院,113.8381,27.6428
萍乡市,市政府车库,113.8447,27.6231
萍乡市,市环保局,113.8686,27.6442
萍乡市,安源区政府,113.865,27.6178
九江市,十里,115.9872,29.6816
九江市,茅山头,115.9581,29.7048
九江市,西园,115.988,29.7292
九江市,五七二七厂,116.0174,29.6535
九江市,综合工业园,115.9114,29.6039
九江市,石化总厂,116.0726,29.7534
九江市,庐山气象台(对照点),115.9936,29.5867
九江市,外国语学校（20181128启用）,116.0257,29.6995
新余市,北岗,115.0586,27.7758
新余市,飞宇,114.9831,27.8344
新余市,第二水厂,114.9289,27.8328
新余市,市气象局,114.9314,27.8036
新余市,新钢氧气厂,114.9119,27.8042
鹰潭市,龙虎山,116.9622,28.095
鹰潭市,新监测站,117.0564,28.2642
鹰潭市,财苑宾馆,117.0281,28.2403
鹰潭市,体育馆,117.0222,28.2264
鹰潭市,三川水表,116.9983,28.2169
赣州市,通天岩,114.9064,25.9118
赣州市,地委,114.9367,25.8664
赣州市,气象台,114.9461,25.8481
赣州市,市图书馆,114.9322,25.8333
赣州市,华坚鞋城,114.8905,25.8471
吉安市,红声器材厂,114.9817,27.0658
吉安市,市森林工业局,114.9739,27.11
吉安市,市环境监测站,114.99,27.1311
吉安市,青原区法院,115.0075,27.0983
宜春市,槟榔水业,114.3442,27.8036
宜春市,市中国银行,114.3806,27.8014
宜春市,市石油公司,114.3953,27.7842
宜春市,市气象局,114.3703,27.7914
宜春市,市广电局,114.4011,27.8072
抚州市,桐源党溪,116.2239,28.0797
抚州市,市站,116.3553,27.9883
抚州市,血防站,116.3598,27.9639
抚州市,采茶剧团,116.3574,28.0005
抚州市,医学分院,116.385,27.9647
上饶市,百草园,118.0058,28.4569
上饶市,市监测站,117.973,28.4459
上饶市,凤凰光学,117.9511,28.4622
上饶市,开发区管委会,117.9033,28.4303
石家庄市,职工医院,114.4548,38.0513
石家庄市,高新区,114.6046,38.0398
石家庄市,西北水源,114.5019,38.1398
石家庄市,西南高教,114.4586111,38.00583333
石家庄市,世纪公园,114.5330556,38.01777778
石家庄市,人民会堂,114.5214,38.0524
石家庄市,封龙山,114.3541,37.9097
石家庄市,22中南校区,114.5480556,38.03777778
唐山市,供销社,118.1662,39.6308
唐山市,雷达站,118.144,39.643
唐山市,物资局,118.1853,39.6407
唐山市,陶瓷公司,118.2185,39.6679
唐山市,十二中,118.1838,39.65782
唐山市,小山,118.1997,39.6295
秦皇岛市,北戴河环保局,119.5259,39.8283
秦皇岛市,第一关,119.7624,40.0181
秦皇岛市,监测站,119.6023,39.9567
秦皇岛市,建设大厦,119.5369,39.9419
秦皇岛市,文明里(启用171012),119.5967,37.0308
邯郸市,环保局,114.5129,36.61763
邯郸市,东污水处理厂,114.5426,36.6164
邯郸市,矿院,114.5035,36.5776
邯郸市,丛台公园,114.4965,36.61981
邢台市,达活泉,114.4821,37.0967
邢台市,邢师高专,114.5261,37.0533
邢台市,路桥公司,114.5331,37.0964
邢台市,市环保局,114.4854,37.062
保定市,游泳馆,115.493,38.8632
保定市,华电二区,115.5223,38.8957
保定市,接待中心,115.4713,38.9108
保定市,地表水厂,115.4612,38.8416
保定市,胶片厂,115.442,38.8756
保定市,监测站,115.5214,38.8707
承德市,铁路,117.9664,40.9161
承德市,中国银行,117.9525,40.9843
承德市,开发区,117.963,40.9359
承德市,文化中心,117.8184,40.9733
承德市,离宫,117.9384,41.0112
沧州市,沧县城建局,116.8854,38.2991
沧州市,电视转播站,116.8584,38.3254
沧州市,市环保局,116.8709,38.3228
廊坊市,药材公司,116.6838,39.5178
廊坊市,开发区,116.7729,39.5747
廊坊市,北华航天学院,116.7464,39.5343
廊坊市,河北工业大学,116.7022,39.5453
衡水市,电机北厂,115.6951,37.7575
衡水市,市监测站,115.6426,37.7379
衡水市,市城管局(181124启用),115.6689,37.739
张家口市,人民公园,114.8985,40.8367
张家口市,五金库,114.8814,40.8115
张家口市,世纪豪园,114.9032,40.7688
张家口市,北泵房,114.904,40.8725
张家口市,烟厂,114.8792,40.7903
郑州市,烟厂,113.681,34.7545
郑州市,郑纺机,113.641,34.7745
郑州市,银行学校,113.675,34.8019
郑州市,供水公司,113.564,34.802
郑州市,经开区管委,113.727,34.7187
郑州市,四十七中,113.734,34.719
郑州市,市监测站,113.5991,34.7496
郑州市,河医大,113.6356,34.7538
郑州市,岗李水库,113.6113,34.9162
开封市,肿瘤医院,114.3389,34.7781
开封市,妇幼保健院,114.3733,34.7975
开封市,世纪星幼儿园,114.2886,34.7967
开封市,龙亭公园,114.3442,34.8097
洛阳市,中信二小,112.3628,34.6692
洛阳市,市委党校,112.3939,34.6511
洛阳市,豫西宾馆,112.4664,34.6869
洛阳市,河南林校,112.4831,34.6869
洛阳市,开发区管委会,112.3844,34.6231
洛阳市,市委新办公区,112.4275,34.6258
洛阳市,凯旋路小学,112.4433,34.6686
平顶山市,高压开关厂,113.3064,33.7214
平顶山市,新华旅馆,113.322,33.721
平顶山市,规划设计院,113.292,33.739
平顶山市,平顶山工学院,113.182,33.737
安阳市,棉研所,114.483,36.061
安阳市,红庙街,114.32,36.086
安阳市,银杏小区,114.358,36.087
安阳市,铁佛寺,114.286,36.11
安阳市,信访局,114.3922,36.0878
鹤壁市,市监测站,114.17,35.9019
鹤壁市,市交警支队,114.2956,35.7511
鹤壁市,迎宾馆,114.2878,35.7306
新乡市,环保西院,113.836,35.31
新乡市,开发区,113.884,35.272
新乡市,环保东院,113.883,35.303
新乡市,市委党校,113.5922,35.28385
焦作市,市环保局,113.227,35.213
焦作市,高新区政府,113.2464,35.1764
焦作市,影视城(对照点),113.1992,35.259
焦作市,太极体育中心,113.2725,35.2067
濮阳市,环保局,115.031,35.763
濮阳市,油田运输公司,115.0628,35.7672
濮阳市,油田物探公司,115.0772,35.767
濮阳市,濮水河管理处,115.0061,35.76806
许昌市,监测站,113.8331,34.0117
许昌市,开发区,113.7906,33.9953
许昌市,市一中,113.8172,34.0339
漯河市,三五一五工厂,114.056,33.567
漯河市,漯河大学,114.005,33.568
漯河市,水利局,114.014,33.581
漯河市,广电局,114.0322,33.5653
三门峡市,市政府,111.1928,34.7772
三门峡市,开发区,111.158,34.794
三门峡市,风景区,111.1489,34.7997
三门峡市,第一小学,111.19,34.7822
南阳市,环保局,112.5192,32.9917
南阳市,瓦房庄,112.5224,33.0122
南阳市,汉画馆,112.5003,32.9735
南阳市,气象站,112.5573,33.027
南阳市,理工学院,112.55,32.9683
商丘市,环境监测站,115.6697,34.4286
商丘市,粮食局,115.6558,34.429
商丘市,睢阳区环保局,115.6386,34.407
商丘市,第三人民医院,115.6578,34.402
信阳市,平桥分局,114.1044,32.1078
信阳市,南湾水厂,114.0122,32.1403
信阳市,市酿酒公司,114.0681,32.1342
信阳市,审计局,114.0614,32.1383
周口市,市环境监测站,114.6613,33.6128
周口市,周口师范,114.6758,33.6347
周口市,市运管处,114.6546,33.5979
周口市,川汇区环保局,114.6369,33.6406
驻马店市,市一纸厂,114.018,32.965
驻马店市,市彩印厂,114.0131,33.0069
驻马店市,天方二分厂,113.996,32.996
杭州市,滨江,120.211,30.21
杭州市,西溪,120.063,30.2747
杭州市,千岛湖,119.026,29.635
杭州市,下沙,120.348,30.3058
杭州市,卧龙桥,120.127,30.2456
杭州市,浙江农大,120.19,30.2692
杭州市,朝晖五区,120.157,30.2897
杭州市,和睦小学,120.12,30.3119
杭州市,临平镇,120.301,30.4183
杭州市,城厢镇,120.27,30.1819
杭州市,云栖,120.088,30.1808
富阳市,监测站,119.954,30.054
富阳市,富春二小,119.946,30.049
临安市,市政府,119.7183,30.2366
临安市,四中,119.6942,30.2311
宁波市,区环保大楼,121.836,29.9108
宁波市,万里学院,121.56,29.8208
宁波市,龙赛医院,121.713,29.9572
宁波市,三江中学,121.554,29.8906
宁波市,钱湖水厂,121.633,29.7736
宁波市,太古小学,121.586,29.8633
宁波市,市环境监测中心,121.524,29.8506
宁波市,万里国际学校,121.6147222,29.90166667
温州市,瓯海,120.634,28.0089
温州市,南浦,120.677,27.9939
温州市,龙湾,120.76,27.9747
温州市,市站,120.671,28.0167
嘉兴市,清河小学,120.744,30.7946
嘉兴市,嘉兴学院,120.726,30.7478
嘉兴市,南湖区残联,120.7844444,30.7525
湖州市,城西水厂,120.07,30.8244
湖州市,仁皇山新区,120.0875,30.89556
湖州市,吴兴区站,120.1844,30.8596
诸暨市,图书馆,120.251,29.719
诸暨市,富林印务,120.209,29.732
金华市,十五中,119.647,29.077
金华市,监测站,119.686,29.1029
金华市,武警支队,119.6533,29.1128
义乌市,江东,120.091,29.305
义乌市,北苑,120.04,29.334
衢州市,环保大楼,118.871,28.9404
衢州市,实验学校,118.871,28.9664
衢州市,衢州学院,118.855,28.9745
舟山市,定海檀枫,122.122,30.0203
舟山市,普陀东港,122.3094,29.9558
舟山市,临城新区,122.19,29.9944
台州市,黄岩环保大楼,121.273,28.6459
台州市,台州环保大楼,121.419,28.6542
台州市,路桥田洋王,121.377,28.5773
丽水市,监测站大楼,119.914,28.4514
丽水市,莲都小学,119.93,28.4586
丽水市,余庄前,119.879,28.4231
绍兴市,袍江站,120.598,30.0911
绍兴市,城东开发委,120.605,29.9919
绍兴市,树下王站,120.7789,30.0033
海口市,东寨港,110.576,19.9507
海口市,海南大学,110.3232,20.0574
海口市,秀英海南医院,110.283,20.0053
海口市,海南师范大学,110.338,19.9969
海口市,龙华路环保局宿舍,110.33,20.0356
三亚市,河东子站,109.5078,18.2489
三亚市,河西子站,109.4964,18.2681
武汉市,东湖梨园,114.3672,30.5719
武汉市,汉阳月湖,114.2511,30.5514
武汉市,汉口花桥,114.2836,30.6197
武汉市,武昌紫阳,114.3006,30.5494
武汉市,青山钢花,114.4272,30.6103
武汉市,沌口新区,114.1525,30.4753
武汉市,汉口江滩,114.3008,30.5947
武汉市,吴家山,114.2131,30.6414
武汉市,沉湖七壕,113.8531,30.2997
武汉市,民族大道182号,114.3877,30.4908
黄石市,沈家营,115.0625,30.2352
黄石市,陈家湾,115.0767,30.2028
黄石市,铁山,114.8949,30.2043
黄石市,团城山,115.0264,30.2099
黄石市,笔架山北路,115.0158,30.1594
十堰市,武当山,111.0419,32.395
十堰市,滨河新村,110.78,32.6494
十堰市,刘家沟,110.7258,32.6389
十堰市,铁二处,110.8839,32.5714
宜昌市,四零三,111.3009,30.7157
宜昌市,白龙岗,111.2992,30.698
宜昌市,伍家岗,111.3549,30.6463
宜昌市,点军区,111.268,30.696
宜昌市,夷陵区,111.3296,30.7819
襄阳市,襄城运动路,112.155,32.0197
襄阳市,樊城新华路,112.1392,32.0564
襄阳市,高新管委会,112.1825,32.1142
襄阳市,襄州航空路,112.2106,32.0903
鄂州市,市政府,114.8878,30.3944
鄂州市,赵家坝,114.8989,30.3714
鄂州市,凡口开发区,114.8131,30.4133
荆门市,竹园小学,112.2014,31.0483
荆门市,掇刀,112.1969,30.9892
荆门市,石化一小,112.2211,31.0386
荆门市,西山林语,112.1908,31.03389
孝感市,文化路,113.9153,30.9285
孝感市,东城区,113.942,30.9075
荆州市,市图书馆,112.2551,30.3175
荆州市,市委党校,112.2068,30.3515
荆州市,管委会(启用181220),112.2747,30.3122
黄冈市,职工中心,114.9028,30.4742
黄冈市,红卫路,114.8858,30.4519
咸宁市,森林公园,114.3036,29.8181
咸宁市,市发改委,114.3231,29.8211
咸宁市,咸安区政府,114.2894,29.8539
咸宁市,长江产业园,114.3372,29.8686
随州市,市委党校,113.3583,31.7275
随州市,市林业局,113.3833,31.6908
随州市,市立交桥水厂,113.3983,31.7308
恩施州,湖北民院,109.5039,30.2989
恩施州,州电力总公司,109.4689,30.2819
长沙市,经开区环保局,113.0833,28.2325
长沙市,高开区环保局,112.8872,28.2189
长沙市,马坡岭,113.0792,28.2053
长沙市,湖南师范大学,112.9394,28.19
长沙市,雨花区环保局,112.9956,28.1442
长沙市,伍家岭,112.9792,28.2597
长沙市,火车新站,113.0014,28.1944
长沙市,天心区环保局,112.9844,28.1178
长沙市,湖南中医药大学,112.8908,28.1308
长沙市,沙坪,112.9958,28.3586
株洲市,天台山庄,113.135,27.8244
株洲市,株冶医院,113.095,27.8867
株洲市,市四中,113.167,27.8667
株洲市,火车站,113.143,27.8381
株洲市,市监测站,113.13,27.8528
株洲市,大京风景区,113.251,27.8336
株洲市,云田中学,113.1817,27.9958
湘潭市,板塘,112.9433,27.8614
湘潭市,市监测站,112.9118,27.8403
湘潭市,江麓,112.8937,27.8728
湘潭市,岳塘,112.9227,27.8159
湘潭市,科大,112.9074,27.9119
湘潭市,昭山,113.0048,27.9153
湘潭市,韶山,112.4876,27.9164
衡阳市,原169医院,112.5328,26.9089
衡阳市,衡阳化工总厂,112.6194,26.9258
衡阳市,珠晖区环保局,112.6211,26.8956
衡阳市,市委党校,112.6197,26.8733
衡阳市,市监测站,112.6006,26.8919
衡阳市,真空机电公司,112.5664,26.9056
邵阳市,市水土所,111.5239,27.3033
邵阳市,市一中,111.4733,27.2317
邵阳市,市化工厂,111.4908,27.2582
邵阳市,市罐头厂,111.4503,27.2537
邵阳市,市环保局,111.4328,27.2272
岳阳市,南湖风景区,113.1094,29.3578
岳阳市,城陵矶,113.1493,29.4251
岳阳市,开发区,113.1772,29.3678
岳阳市,云溪区,113.2621,29.4758
岳阳市,君山区,112.9943,29.4402
岳阳市,金凤水库,113.2117,29.355
常德市,市二中,111.6975,28.9703
常德市,白鹤山,111.7158,29.1456
常德市,武陵区永安(启用171130),111.7153,29.0289
常德市,鼎城区玉霞(启用171130),111.6892,28.9881
常德市,武陵区长庚,111.6625,29.0531
张家界市,永定新区,110.48,29.1389
张家界市,电业局,110.4697,29.1242
张家界市,未央路,110.5594,29.3547
张家界市,袁家界,110.4417,29.315
益阳市,甘溪港,112.4067,28.6428
益阳市,市环保局,112.3458,28.5808
益阳市,市特殊教育学校,112.3439,28.56
益阳市,资阳区政务中心,112.3347,28.6047
益阳市,赫山环保分局,112.3744,28.5819
郴州市,马头岭,113.0073,25.9061
郴州市,市职中,113.0116,25.8226
郴州市,兴隆步行街,113.0119,25.8179
郴州市,市审计局,113.0383,25.8071
郴州市,市环保局,113.0348,25.7759
永州市,零陵南津渡,111.6217,26.2081
永州市,市环境监测站,111.6156,26.4214
永州市,零陵区环保局,111.6236,26.2331
永州市,永州市环保局,111.5992,26.4364
永州市,冷水滩区环保局,111.5989,26.4519
怀化市,林科所,109.9333,27.5733
怀化市,河西地税局,109.9453,27.5444
怀化市,市四医院,109.9792,27.5342
怀化市,监测楼,109.9972,27.5578
怀化市,市委党校,110.0394,27.583
娄底市,电视发射台,111.9975,27.725
娄底市,市监测站,111.9975,27.725
娄底市,市委党校,112.0194,27.7314
娄底市,涟钢,111.9561,27.7569
娄底市,市政府,111.9892,27.7044
湘西州,跃进水库,109.6414,28.2558
湘西州,州政府,109.7325,28.3169
湘西州,吉首市计生局,109.6958,28.2675
兰州市,兰炼宾馆,103.631,36.1031
兰州市,榆中兰大校区(对照点),104.148,35.94
兰州市,生物制品所,103.841,36.0725
兰州市,铁路设计院,103.831,36.0464
兰州市,教育港（20181115启用）,103.7583,36.1058
嘉峪关市,气象局,98.2908,39.7711
嘉峪关市,酒钢宾馆,98.26722222,39.79777778
金昌市,新川苑,102.1725,38.5339
金昌市,公司二招,102.1708,38.5061
金昌市,市委党校(启用180727),102.1864,38.5253
白银市,豫源饭店,104.1731,36.5458
白银市,动力公司,104.1731,36.5481
天水市,仙人崖,106.005,34.3469
天水市,进步巷,105.7281,34.5814
天水市,文化馆,105.8614,34.5653
武威市,监测站,102.6219,37.9311
武威市,雷台,102.6469,37.9358
张掖市,监测站,100.4686,38.9467
张掖市,科委,100.4497,38.9389
平凉市,监测站,106.6692,35.5461
平凉市,博物馆,106.7039,35.5294
酒泉市,仓门街子站,98.509,39.746
酒泉市,富康家世界子站,98.5023,39.7294
庆阳市,区环保局,107.6831,35.7289
庆阳市,粮贸总公司,107.6406,35.5236
庆阳市,市环保局,107.6364,35.7067
定西市,监测站（原粮食局）,104.6228,35.5714
定西市,南峰招待所（原起重机厂）,104.6169,35.5975
陇南市,汉王镇固水子,105.0822,33.3261
陇南市,滨江中学,104.9338889,33.38256667
临夏州,环保局,103.2139,35.6039
临夏州,州委党校,103.2064,35.5997
甘南州,监测站,102.905,35.0003
福州市,鼓山,119.389,26.0542
福州市,师大,119.303,26.0392
福州市,五四北路,119.299,26.1092
福州市,杨桥西路,119.268,26.0797
福州市,紫阳,119.315,26.0753
福州市,九龙,119.58,26.0931
厦门市,溪东,118.1569444,24.81805556
厦门市,洪文,118.1513889,24.47666667
厦门市,鼓浪屿,118.0636111,24.44583333
厦门市,湖里中学,118.0936,24.5058
莆田市,荔城区仓后路,119.0156,25.442
莆田市,莆田市监测站,119.0018,25.4552
莆田市,涵江区六中,119.1117,25.4556
莆田市,秀屿区政府,119.1015,25.3214
莆田市,东圳水库,118.981,25.4792
三明市,三钢,117.6211,26.2625
三明市,三明二中,117.6353,26.2708
三明市,三元区政府,117.6028,26.2378
三明市,洋溪,117.7275,26.3108
泉州市,涂山街,118.5819,24.9117
泉州市,津头埔,118.5972,24.8978
泉州市,万安,118.6663,24.9424
泉州市,清源山,118.6108,24.9617
漳州市,漳州三中,117.6569,24.5157
漳州市,九湖,117.6336,24.4674
漳州市,蓝田镇,117.7116,24.506
南平市,茫荡山,118.0966,26.6761
南平市,南平市监测站,118.1694,26.6383
南平市,南平铝业有限公司,118.1819,26.6514
南平市,南平七中,118.1756,26.6272
龙岩市,龙岩师专,117.0181,25.1174
龙岩市,龙岩市监测站,117.0216,25.1035
龙岩市,闽西职业技术学院,117.0256,25.0661
龙岩市,龙岩学院,117.0151,25.0311
宁德市,金涵水库,119.5001,26.6946
宁德市,蕉城区农机局,119.5202,26.6607
宁德市,宁德市监测站,119.5392,26.6611
拉萨市,八廓街,91.1319,29.6514
拉萨市,市环保局,91.1221,29.6747
拉萨市,区监测站,91.0874,29.6475
拉萨市,西藏大学,91.1774,29.6541
拉萨市,区辐射站,90.9798,29.6588
拉萨市,拉萨火车站,91.0834,29.6292
昌都市,昌都监测站,97.1804,31.1278
昌都地区,昌都监测站,97.1804,31.1278
昌都地区,昌都地区昌都坝,97.1809,31.1254
昌都市,昌都地区昌都坝,97.1809,31.1254
山南市,山南监测站,91.7608,29.2313
山南地区,山南监测站,91.7608,29.2313
山南地区,山南人民医院,91.7706,29.261
山南市,山南人民医院,91.7706,29.261
日喀则市,日喀则监测站,88.8876,29.2718
日喀则地区,日喀则监测站,88.8876,29.2718
日喀则地区,日喀则鸿达公司,88.8931,29.2365
日喀则市,日喀则鸿达公司,88.8931,29.2365
那曲地区,那曲监测站,92.0657,31.4846
那曲地区,那曲会议中心,92.0506,31.4797
阿里地区,阿里监测站,80.1161,32.5
阿里地区,阿里地委,80.0895,32.5039
林芝市,林芝监测站,94.3681,29.6376
林芝地区,林芝监测站,94.3681,29.6376
林芝地区,林芝人民医院,94.3616,29.6632
林芝市,林芝人民医院,94.3616,29.6632
贵阳市,马鞍山,106.6856,26.6029
贵阳市,市环保站,106.6971,26.5689
贵阳市,鉴湖路,106.6243,26.6266
贵阳市,燕子冲,106.7487,26.6343
贵阳市,碧云窝,106.6554,26.4364
贵阳市,中院村,106.6948,26.5155
贵阳市,红边门,106.7105,26.6009
贵阳市,新华路,106.7164,26.5697
贵阳市,太慈桥,106.6867,26.5495
贵阳市,桐木岭,106.805,26.3003
六盘水市,窑上,104.8,26.5892
六盘水市,黄土坡,104.83,26.5917
六盘水市,水钢,104.89,26.5939
六盘水市,民中,104.8475,26.5894
六盘水市,双水,104.9544,26.5506
遵义市,丁字口,106.9222,27.6869
遵义市,凤凰山,106.9242,27.7019
遵义市,忠庄,106.8906,27.6486
遵义市,干田坝,106.9178,27.72
安顺市,伍家关(对照点),105.9606,26.2611
安顺市,凤凰山,105.9408,26.2431
安顺市,金钟山,105.9439,26.2564
安顺市,娄家坡,105.8983,26.2481
铜仁地区,铜仁卫校,109.1916,27.7297
铜仁地区,铜仁七中,109.1794,27.7231
黔西南州,场坝街,104.9022,25.0925
黔西南州,坪东大道,104.8811,25.0992
毕节市,八中,105.2864,27.3125
毕节市,师专,105.31,27.2944
黔东南州,市环境监测站,107.9783,26.5747
黔东南州,凯里学院,107.8908333,26.53111111
黔南州,小围寨,107.5228,26.2403
沈阳市,森林路,123.6836,41.9339
沈阳市,浑南东路,123.535,41.7561
沈阳市,新秀街,123.439,41.7089
沈阳市,东陵路,123.542,41.8336
沈阳市,陵东街,123.428,41.8472
沈阳市,文化路,123.41,41.765
沈阳市,小河沿,123.478,41.7775
沈阳市,太原街,123.3997,41.7972
沈阳市,京沈街,123.3783,41.9228
沈阳市,沈辽西路,123.2444,41.7347
沈阳市,裕农路,123.5953,41.9086
大连市,甘井子,121.6119444,38.97388889
大连市,周水子,121.565,38.95111111
大连市,星海三站,121.5638889,38.885
大连市,青泥洼桥,121.6330556,38.91194444
大连市,傅家庄,121.625,38.86388889
大连市,七贤岭,121.5180556,38.85611111
大连市,旅顺,121.2588889,38.80805556
大连市,金州,121.7481,39.1311
大连市,开发区,121.7769,39.0511
大连市,双D港,121.9769,39.0631
瓦房店市,抱龙山庄,121.989,39.625
瓦房店市,东山公园,122.011,39.617
鞍山市,深沟寺,123.044,41.1196
鞍山市,太阳城,123.011,41.0931
鞍山市,太平,123.0485,41.1442
鞍山市,铁西三道街,122.9642,41.0971
鞍山市,铁西工业园区,122.9481,41.0833
鞍山市,明达新区,123.0156,41.0831
鞍山市,千山,123.1289,41.0228
抚顺市,望花区,123.81,41.8469
抚顺市,顺城区,123.9169,41.8828
抚顺市,东洲区,124.0383,41.8625
抚顺市,新抚区,123.9,41.8594
抚顺市,大伙房水库,124.0878,41.8864
抚顺市,沈抚新城,123.7117,41.8417
本溪市,大峪,123.8436,41.3283
本溪市,溪湖,123.7528,41.3369
本溪市,彩屯,123.7308,41.3047
本溪市,东明,123.7669,41.2864
本溪市,新立屯,123.7989,41.2692
本溪市,威宁,123.8142,41.3472
丹东市,江湾东路,124.3303,40.0625
丹东市,临江后街,124.4256,40.1503
丹东市,元宝山,124.3933,40.1461
丹东市,民主桥,124.3678,40.1194
锦州市,南山,121.0986,41.0781
锦州市,开发区,121.045,40.8333
锦州市,百股街道,121.2008,41.1219
锦州市,天安街道,121.1178,41.1222
锦州市,北湖公园,121.1303,41.1386
营口市,学府南路,122.2414,40.6592
营口市,大庆路,122.2703,40.7094
营口市,镜湖西路,122.215,40.6511
